route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
37669,210.0.1,1134528,13 South Ave to MCC Brighton,,0,136875,190976,1,1
37669,210.0.1,1134529,13 South Ave to MCC Brighton,,0,136874,190976,1,1
37669,210.0.1,1134530,13 South Ave to MCC Brighton,,0,136873,190976,1,1
37669,210.0.1,1134531,13 South Ave to MCC Brighton,,0,137880,190976,1,1
37669,210.0.1,1134532,13 South Ave to MCC Brighton,,0,137856,190976,1,1
37669,210.0.1,1134533,13 South Ave to MCC Brighton,,0,136872,190976,1,1
37669,210.0.1,1134534,13 South Ave to MCC Brighton,,0,136871,190976,1,1
37669,210.0.1,1134535,13 South Ave to MCC Brighton,,0,136871,190976,1,1
37669,210.0.1,1134537,13 South Ave to MCC Brighton,,0,137842,190976,1,1
37669,210.0.1,1134567,13 South Ave to Transit Center,,1,137899,190977,1,1
37669,210.0.1,1134538,13 South Ave to Transit Center,,1,136876,190977,1,1
37669,210.0.1,1134568,13 South Ave to Transit Center,,1,137837,190977,1,1
37669,210.0.1,1134539,13 South Ave to Transit Center,,1,136874,190977,1,1
37669,210.0.1,1134540,13 South Ave to Transit Center,,1,136873,190977,1,1
37669,210.0.1,1134541,13 South Ave to Transit Center,,1,137877,190977,1,1
37669,210.0.1,1134542,13 South Ave to Transit Center,,1,136880,190977,1,1
37669,210.0.1,1134543,13 South Ave to Transit Center,,1,136879,190977,1,1
37669,210.0.1,1134544,13 South Ave to Transit Center,,1,136871,190977,1,1
37669,210.0.1,1134545,13 South Ave to Transit Center,,1,136872,190977,1,1
37669,210.0.1,1134546,13 South Ave to Transit Center,,1,136878,190977,1,1
37669,210.0.1,1134547,13 South Ave to Transit Center,,1,136877,190977,1,1
37669,210.0.1,1134548,13 South Ave to Transit Center,,1,136876,190977,1,1
37669,210.0.1,1134549,13 South Ave to Transit Center,,1,136875,190977,1,1
37669,210.0.1,1134550,13 South Ave to Transit Center,,1,136874,190977,1,1
37669,210.0.1,1134551,13 South Ave to Transit Center,,1,136873,190977,1,1
37669,210.0.1,1134552,13 South Ave to Transit Center,,1,137870,190977,1,1
37669,210.0.1,1134553,13 South Ave to Transit Center,,1,136880,190977,1,1
37669,210.0.1,1134554,13 South Ave to Transit Center,,1,136879,190977,1,1
37669,210.0.1,1134555,13 South Ave to Transit Center,,1,136871,190977,1,1
37669,210.0.1,1134556,13 South Ave to Transit Center,,1,136872,190977,1,1
37669,210.0.1,1134557,13 South Ave to Transit Center,,1,136878,190977,1,1
37669,210.0.1,1134558,13 South Ave to Transit Center,,1,136877,190977,1,1
37669,210.0.1,1134559,13 South Ave to Transit Center,,1,136876,190977,1,1
37669,210.0.1,1134560,13 South Ave to Transit Center,,1,136875,190977,1,1
37669,210.0.1,1134561,13 South Ave to Transit Center,,1,136874,190977,1,1
37669,210.0.1,1134562,13 South Ave to Transit Center,,1,136873,190977,1,1
37669,210.0.1,1134563,13 South Ave to Transit Center,,1,137880,190977,1,1
37669,210.0.1,1134564,13 South Ave to Transit Center,,1,137856,190977,1,1
37669,210.0.1,1134565,13 South Ave to Transit Center,,1,136872,190977,1,1
37669,210.0.1,1134566,13 South Ave to Transit Center,,1,136871,190977,1,1
37669,210.0.1,1134569,13 South Ave to Transit Center,,1,136871,190977,1,1
37670,210.0.1,1134640,14 Marketplace to Saginaw,,0,136875,190978,1,1
37670,210.0.1,1134641,14 Marketplace to Saginaw,,0,136871,190978,1,1
37670,210.0.1,1134642,14 Marketplace to Saginaw,,0,136872,190978,1,1
37670,210.0.1,1134643,14 Marketplace to Saginaw,,0,136878,190978,1,1
37670,210.0.1,1134644,14 Marketplace to Saginaw,,0,136877,190978,1,1
37670,210.0.1,1134645,14 Marketplace to Saginaw,,0,136876,190978,1,1
37670,210.0.1,1134646,14 Marketplace to Saginaw,,0,136875,190978,1,1
37670,210.0.1,1134647,14 Marketplace to Saginaw,,0,136874,190978,1,1
37670,210.0.1,1134648,14 Marketplace to Saginaw,,0,136873,190978,1,1
37670,210.0.1,1134649,14 Marketplace to Saginaw,,0,137879,191657,1,1
37670,210.0.1,1134650,14 Marketplace to Saginaw,,0,136880,190978,1,1
37670,210.0.1,1134651,14 Marketplace to Saginaw,,0,136879,190978,1,1
37670,210.0.1,1134652,14 Marketplace to Saginaw,,0,136871,190978,1,1
37670,210.0.1,1134653,14 Marketplace to Saginaw,,0,136872,190978,1,1
37670,210.0.1,1134654,14 Marketplace to Saginaw,,0,136878,190978,1,1
37670,210.0.1,1134655,14 Marketplace to Saginaw,,0,136877,190978,1,1
37670,210.0.1,1134656,14 Marketplace to Saginaw,,0,136876,190978,1,1
37670,210.0.1,1134657,14 Marketplace to Saginaw,,0,136875,190978,1,1
37670,210.0.1,1134658,14 Marketplace to Saginaw,,0,136874,190978,1,1
37670,210.0.1,1134659,14 Marketplace to Saginaw,,0,136873,190978,1,1
37670,210.0.1,1134660,14 Marketplace to Saginaw,,0,137883,190978,1,1
37670,210.0.1,1134661,14 Marketplace to Saginaw,,0,136880,190978,1,1
37670,210.0.1,1134662,14 Marketplace to Saginaw,,0,136879,190978,1,1
37670,210.0.1,1134663,14 Marketplace to Saginaw,,0,136871,190978,1,1
37670,210.0.1,1134664,14 Marketplace to Saginaw,,0,136872,190978,1,1
37670,210.0.1,1134665,14 Marketplace to Saginaw,,0,136875,190978,1,1
37670,210.0.1,1134671,14 Marketplace to Saginaw,,0,136877,190978,1,1
37670,210.0.1,1134666,14 Marketplace to Saginaw,,0,136876,190978,1,1
37670,210.0.1,1134667,14 Marketplace to Saginaw,,0,136871,190978,1,1
37670,210.0.1,1134668,14 Marketplace to Saginaw,,0,136875,190978,1,1
37670,210.0.1,1134669,14 Marketplace to Saginaw,,0,136876,190978,1,1
37670,210.0.1,1134670,14 Marketplace to Saginaw,,0,136872,190978,1,1
37670,210.0.1,1134672,14 Marketplace to Transit Center,,1,136875,190979,1,1
37670,210.0.1,1134673,14 Marketplace to Transit Center,,1,136871,190979,1,1
37670,210.0.1,1134674,14 Marketplace to Transit Center,,1,136872,190979,1,1
37670,210.0.1,1134675,14 Marketplace to Transit Center,,1,136878,190979,1,1
37670,210.0.1,1134676,14 Marketplace to Transit Center,,1,136877,190979,1,1
37670,210.0.1,1134677,14 Marketplace to Transit Center,,1,136876,190979,1,1
37670,210.0.1,1134678,14 Marketplace to Transit Center,,1,136875,190979,1,1
37670,210.0.1,1134679,14 Marketplace to Transit Center,,1,136874,190979,1,1
37670,210.0.1,1134680,14 Marketplace to Transit Center,,1,136873,190979,1,1
37670,210.0.1,1134681,14 Marketplace to Transit Center,,1,137879,190979,1,1
37670,210.0.1,1134682,14 Marketplace to Transit Center,,1,136880,190979,1,1
37670,210.0.1,1134683,14 Marketplace to Transit Center,,1,136879,190979,1,1
37670,210.0.1,1134684,14 Marketplace to Transit Center,,1,136871,190979,1,1
37670,210.0.1,1134685,14 Marketplace to Transit Center,,1,136872,190979,1,1
37670,210.0.1,1134686,14 Marketplace to Transit Center,,1,136878,190979,1,1
37670,210.0.1,1134687,14 Marketplace to Transit Center,,1,136877,190979,1,1
37670,210.0.1,1134688,14 Marketplace to Transit Center,,1,136876,190979,1,1
37670,210.0.1,1134689,14 Marketplace to Transit Center,,1,136875,190979,1,1
37670,210.0.1,1134690,14 Marketplace to Transit Center,,1,136874,190979,1,1
37670,210.0.1,1134691,14 Marketplace to Transit Center,,1,136873,190979,1,1
37670,210.0.1,1134692,14 Marketplace to Transit Center,,1,137883,190979,1,1
37670,210.0.1,1134693,14 Marketplace to Transit Center,,1,136880,190979,1,1
37670,210.0.1,1134694,14 Marketplace to Transit Center,,1,136879,190979,1,1
37670,210.0.1,1134695,14 Marketplace to Transit Center,,1,136871,190979,1,1
37670,210.0.1,1134696,14 Marketplace to Transit Center,,1,136872,190979,1,1
37670,210.0.1,1134697,14 Marketplace to Transit Center,,1,136875,190979,1,1
37670,210.0.1,1134698,14 Marketplace to Transit Center,,1,136876,190979,1,1
37670,210.0.1,1134699,14 Marketplace to Transit Center,,1,136871,190979,1,1
37670,210.0.1,1134700,14 Marketplace to Transit Center,,1,136875,190979,1,1
37670,210.0.1,1134701,14 Marketplace to Transit Center,,1,136876,190979,1,1
37671,210.0.1,1134772,15 Plymouth to Eastman Dental,,0,137855,190981,1,1
37671,210.0.1,1134773,15 Plymouth to Eastman Dental,,0,137848,190981,1,1
37671,210.0.1,1134774,15 Plymouth to Eastman Dental,,0,137902,190981,1,1
37671,210.0.1,1134775,15 Plymouth to Eastman Dental,,0,137859,190981,1,1
37671,210.0.1,1134776,15 Plymouth to Eastman Dental,,0,137902,190981,1,1
37671,210.0.1,1134777,15 Plymouth to Eastman Dental,,0,137853,190981,1,1
37671,210.0.1,1134778,15 Plymouth to Eastman Dental,,0,137902,190981,1,1
37671,210.0.1,1134779,15 Plymouth to Eastman Dental,,0,137869,190981,1,1
37671,210.0.1,1134780,15 Plymouth to Eastman Dental,,0,137868,190981,1,1
37671,210.0.1,1134781,15 Plymouth to Eastman Dental,,0,137859,190981,1,1
37671,210.0.1,1134782,15 Plymouth to Eastman Dental,,0,137902,190981,1,1
37671,210.0.1,1134783,15 Plymouth to Eastman Dental,,0,137882,190981,1,1
37671,210.0.1,1134784,15 Plymouth to Eastman Dental,,0,137886,190981,1,1
37671,210.0.1,1134785,15 Plymouth to Eastman Dental,,0,137848,190981,1,1
37671,210.0.1,1134786,15 Plymouth to Eastman Dental,,0,137871,190981,1,1
37671,210.0.1,1134787,15 Plymouth to Eastman Dental,,0,137889,190981,1,1
37671,210.0.1,1134788,15 Plymouth to Eastman Dental,,0,137872,190981,1,1
37671,210.0.1,1134789,15 Plymouth to Eastman Dental,,0,137866,190981,1,1
37671,210.0.1,1134790,15 Plymouth to Eastman Dental,,0,137869,190981,1,1
37671,210.0.1,1134791,15 Plymouth to Eastman Dental,,0,137881,190981,1,1
37671,210.0.1,1134792,15 Plymouth to Eastman Dental,,0,137871,190981,1,1
37671,210.0.1,1134793,15 Plymouth to Eastman Dental,,0,137877,190981,1,1
37671,210.0.1,1134794,15 Plymouth to Eastman Dental,,0,137893,190981,1,1
37671,210.0.1,1134795,15 Plymouth to Eastman Dental,,0,137886,190981,1,1
37671,210.0.1,1134796,15 Plymouth to Eastman Dental,,0,137844,190981,1,1
37671,210.0.1,1134797,15 Plymouth to Eastman Dental,,0,137882,190981,1,1
37671,210.0.1,1134798,15 Plymouth to Eastman Dental,,0,137905,190981,1,1
37671,210.0.1,1134799,15 Plymouth to Eastman Dental,,0,137882,190981,1,1
37671,210.0.1,1134800,15 Plymouth to Eastman Dental,,0,137893,190981,1,1
37671,210.0.1,1134801,15 Plymouth to Eastman Dental,,0,137897,190981,1,1
37671,210.0.1,1134802,15 Plymouth to Eastman Dental,,0,137856,190981,1,1
37671,210.0.1,1134803,15 Plymouth to Transit Center,,1,137866,190982,1,1
37671,210.0.1,1134804,15 Plymouth to Transit Center,,1,137855,190982,1,1
37671,210.0.1,1134805,15 Plymouth to Transit Center,,1,137848,190982,1,1
37671,210.0.1,1134806,15 Plymouth to Transit Center,,1,137902,190982,1,1
37671,210.0.1,1134807,15 Plymouth to Transit Center,,1,137859,190982,1,1
37671,210.0.1,1134808,15 Plymouth to Transit Center,,1,137902,190982,1,1
37671,210.0.1,1134809,15 Plymouth to Transit Center,,1,137853,190982,1,1
37671,210.0.1,1134810,15 Plymouth to Transit Center,,1,137902,190982,1,1
37671,210.0.1,1134811,15 Plymouth to Transit Center,,1,137869,190982,1,1
37671,210.0.1,1134812,15 Plymouth to Transit Center,,1,137868,190982,1,1
37671,210.0.1,1134813,15 Plymouth to Transit Center,,1,137859,190982,1,1
37671,210.0.1,1134814,15 Plymouth to Transit Center,,1,137902,190982,1,1
37671,210.0.1,1134815,15 Plymouth to Transit Center,,1,137882,190982,1,1
37671,210.0.1,1134816,15 Plymouth to Transit Center,,1,137886,190982,1,1
37671,210.0.1,1134817,15 Plymouth to Transit Center,,1,137848,190982,1,1
37671,210.0.1,1134818,15 Plymouth to Transit Center,,1,137871,190982,1,1
37671,210.0.1,1134819,15 Plymouth to Transit Center,,1,137889,190982,1,1
37671,210.0.1,1134820,15 Plymouth to Transit Center,,1,137872,190982,1,1
37671,210.0.1,1134821,15 Plymouth to Transit Center,,1,137866,190982,1,1
37671,210.0.1,1134822,15 Plymouth to Transit Center,,1,137869,190982,1,1
37671,210.0.1,1134823,15 Plymouth to Transit Center,,1,137881,190982,1,1
37671,210.0.1,1134824,15 Plymouth to Transit Center,,1,137871,190982,1,1
37671,210.0.1,1134825,15 Plymouth to Transit Center,,1,137877,190982,1,1
37671,210.0.1,1134826,15 Plymouth to Transit Center,,1,137893,190982,1,1
37671,210.0.1,1134827,15 Plymouth to Transit Center,,1,137886,190982,1,1
37671,210.0.1,1134828,15 Plymouth to Transit Center,,1,137844,190982,1,1
37671,210.0.1,1134829,15 Plymouth to Transit Center,,1,137882,190982,1,1
37671,210.0.1,1134830,15 Plymouth to Transit Center,,1,137905,190982,1,1
37671,210.0.1,1134831,15 Plymouth to Transit Center,,1,137882,190982,1,1
37671,210.0.1,1134832,15 Plymouth to Transit Center,,1,137893,190982,1,1
37671,210.0.1,1134833,15 Plymouth to Transit Center,,1,137897,190982,1,1
37672,210.0.1,1134910,16 Genesee to Eastman Dental,,0,137858,190984,1,1
37672,210.0.1,1134911,16 Genesee to Eastman Dental,,0,137860,190984,1,1
37672,210.0.1,1134912,16 Genesee to Eastman Dental,,0,137836,190984,1,1
37672,210.0.1,1134913,16 Genesee to Eastman Dental,,0,137842,190984,1,1
37672,210.0.1,1134914,16 Genesee to Eastman Dental,,0,137841,190984,1,1
37672,210.0.1,1134915,16 Genesee to Eastman Dental,,0,137873,190984,1,1
37672,210.0.1,1134916,16 Genesee to Eastman Dental,,0,137845,190984,1,1
37672,210.0.1,1134917,16 Genesee to Eastman Dental,,0,137884,190984,1,1
37672,210.0.1,1134918,16 Genesee to Eastman Dental,,0,137856,190984,1,1
37672,210.0.1,1134919,16 Genesee to Eastman Dental,,0,137888,190984,1,1
37672,210.0.1,1134920,16 Genesee to Eastman Dental,,0,137836,190984,1,1
37672,210.0.1,1134921,16 Genesee to Eastman Dental,,0,137863,190984,1,1
37672,210.0.1,1134922,16 Genesee to Eastman Dental,,0,137876,190984,1,1
37672,210.0.1,1134923,16 Genesee to Eastman Dental,,0,137871,190984,1,1
37672,210.0.1,1134924,16 Genesee to Eastman Dental,,0,137890,190984,1,1
37672,210.0.1,1134925,16 Genesee to Eastman Dental,,0,137841,190984,1,1
37672,210.0.1,1134926,16 Genesee to Eastman Dental,,0,137920,190984,1,1
37672,210.0.1,1134927,16 Genesee to Eastman Dental,,0,137844,190984,1,1
37672,210.0.1,1134928,16 Genesee to Eastman Dental,,0,137890,190984,1,1
37672,210.0.1,1134929,16 Genesee to Eastman Dental,,0,137887,190984,1,1
37672,210.0.1,1134930,16 Genesee to Eastman Dental,,0,137856,190984,1,1
37672,210.0.1,1134931,16 Genesee to Eastman Dental,,0,137860,190984,1,1
37672,210.0.1,1134932,16 Genesee to Eastman Dental,,0,137877,190984,1,1
37672,210.0.1,1134933,16 Genesee to Eastman Dental,,0,137849,190984,1,1
37672,210.0.1,1134934,16 Genesee to Eastman Dental,,0,137876,190984,1,1
37672,210.0.1,1134935,16 Genesee to Eastman Dental,,0,137868,190984,1,1
37672,210.0.1,1134936,16 Genesee to Eastman Dental,,0,137924,190984,1,1
37672,210.0.1,1134937,16 Genesee to Eastman Dental,,0,137874,190984,1,1
37672,210.0.1,1134938,16 Genesee to Eastman Dental,,0,137856,190984,1,1
37672,210.0.1,1134939,16 Genesee to Eastman Dental,,0,137843,190984,1,1
37672,210.0.1,1134940,16 Genesee to Eastman Dental,,0,137890,190984,1,1
37672,210.0.1,1134941,16 Genesee to Eastman Dental,,0,137845,190984,1,1
37672,210.0.1,1134942,16 Genesee to Eastman Dental,,0,137862,190984,1,1
37672,210.0.1,1134943,16 Genesee to Eastman Dental,,0,137839,190984,1,1
37672,210.0.1,1134944,16 Genesee to Eastman Dental,,0,137848,190984,1,1
37672,210.0.1,1134945,16 Genesee to Eastman Dental,,0,137850,190984,1,1
37672,210.0.1,1134946,16 Genesee to Eastman Dental,,0,137862,190984,1,1
37672,210.0.1,1134947,16 Genesee to Eastman Dental,,0,137872,190984,1,1
37672,210.0.1,1134948,16 Genesee to Eastman Dental,,0,137903,190984,1,1
37672,210.0.1,1134949,16 Genesee to Eastman Dental,,0,137866,190984,1,1
37672,210.0.1,1134950,16 Genesee to Eastman Dental,,0,137945,190984,1,1
37672,210.0.1,1134951,16 Genesee to Eastman Dental,,0,137869,190984,1,1
37672,210.0.1,1134952,16 Genesee to Eastman Dental,,0,137920,190984,1,1
37672,210.0.1,1134953,16 Genesee to Eastman Dental,,0,137881,190984,1,1
37672,210.0.1,1134954,16 Genesee to Eastman Dental,,0,137860,190984,1,1
37672,210.0.1,1134955,16 Genesee to Eastman Dental,,0,137894,190984,1,1
37672,210.0.1,1134956,16 Genesee to Eastman Dental,,0,137920,190984,1,1
37672,210.0.1,1134957,16 Genesee to Eastman Dental,,0,137930,190984,1,1
37672,210.0.1,1134958,16 Genesee to Eastman Dental,,0,137860,190984,1,1
37672,210.0.1,1134959,16 Genesee to Eastman Dental,,0,137843,190984,1,1
37672,210.0.1,1134960,16 Genesee to Eastman Dental,,0,137846,190984,1,1
37672,210.0.1,1134961,16 Genesee to Eastman Dental,,0,137945,190984,1,1
37672,210.0.1,1134962,16 Genesee to Eastman Dental,,0,137875,190984,1,1
37672,210.0.1,1134963,16 Genesee to Eastman Dental,,0,137840,190984,1,1
37672,210.0.1,1134964,16 Genesee to Eastman Dental,,0,137875,190984,1,1
37672,210.0.1,1134965,16 Genesee to Eastman Dental,,0,137844,190984,1,1
37672,210.0.1,1134966,16 Genesee to Eastman Dental,,0,137842,190984,1,1
37672,210.0.1,1134967,16 Genesee to Eastman Dental,,0,137882,190984,1,1
37672,210.0.1,1134968,16 Genesee to Eastman Dental,,0,137890,190984,1,1
37672,210.0.1,1134969,16 Genesee to Eastman Dental,,0,137905,190984,1,1
37672,210.0.1,1134970,16 Genesee to Eastman Dental,,0,137945,190984,1,1
37672,210.0.1,1134971,16 Genesee to Eastman Dental,,0,137869,190984,1,1
37672,210.0.1,1134972,16 Genesee to Transit Center,,1,137864,190985,1,1
37672,210.0.1,1134973,16 Genesee to Transit Center,,1,137858,190985,1,1
37672,210.0.1,1134974,16 Genesee to Transit Center,,1,137860,190985,1,1
37672,210.0.1,1134975,16 Genesee to Transit Center,,1,137836,190985,1,1
37672,210.0.1,1134976,16 Genesee to Transit Center,,1,137842,190985,1,1
37672,210.0.1,1134977,16 Genesee to Transit Center,,1,137841,190985,1,1
37672,210.0.1,1134978,16 Genesee to Transit Center,,1,137873,190985,1,1
37672,210.0.1,1134979,16 Genesee to Transit Center,,1,137845,190985,1,1
37672,210.0.1,1134980,16 Genesee to Transit Center,,1,137884,190985,1,1
37672,210.0.1,1134981,16 Genesee to Transit Center,,1,137856,190985,1,1
37672,210.0.1,1134982,16 Genesee to Transit Center,,1,137888,190985,1,1
37672,210.0.1,1134983,16 Genesee to Transit Center,,1,137836,190985,1,1
37672,210.0.1,1134984,16 Genesee to Transit Center,,1,137863,190985,1,1
37672,210.0.1,1134985,16 Genesee to Transit Center,,1,137876,190985,1,1
37672,210.0.1,1134986,16 Genesee to Transit Center,,1,137871,190985,1,1
37672,210.0.1,1134987,16 Genesee to Transit Center,,1,137890,190985,1,1
37672,210.0.1,1134988,16 Genesee to Transit Center,,1,137841,190985,1,1
37672,210.0.1,1134989,16 Genesee to Transit Center,,1,137920,190985,1,1
37672,210.0.1,1134990,16 Genesee to Transit Center,,1,137844,190985,1,1
37672,210.0.1,1134991,16 Genesee to Transit Center,,1,137890,190985,1,1
37672,210.0.1,1134992,16 Genesee to Transit Center,,1,137887,190985,1,1
37672,210.0.1,1134993,16 Genesee to Transit Center,,1,137856,190985,1,1
37672,210.0.1,1134994,16 Genesee to Transit Center,,1,137860,190985,1,1
37672,210.0.1,1134995,16 Genesee to Transit Center,,1,137877,190985,1,1
37672,210.0.1,1134996,16 Genesee to Transit Center,,1,137849,190985,1,1
37672,210.0.1,1134997,16 Genesee to Transit Center,,1,137876,190985,1,1
37672,210.0.1,1134998,16 Genesee to Transit Center,,1,137868,190985,1,1
37672,210.0.1,1134999,16 Genesee to Transit Center,,1,137924,190985,1,1
37672,210.0.1,1135000,16 Genesee to Transit Center,,1,137874,190985,1,1
37672,210.0.1,1135001,16 Genesee to Transit Center,,1,137856,190985,1,1
37672,210.0.1,1135002,16 Genesee to Transit Center,,1,137843,190985,1,1
37672,210.0.1,1135003,16 Genesee to Transit Center,,1,137890,190985,1,1
37672,210.0.1,1135004,16 Genesee to Transit Center,,1,137845,190985,1,1
37672,210.0.1,1135005,16 Genesee to Transit Center,,1,137862,190985,1,1
37672,210.0.1,1135006,16 Genesee to Transit Center,,1,137839,190985,1,1
37672,210.0.1,1135007,16 Genesee to Transit Center,,1,137848,190985,1,1
37672,210.0.1,1135008,16 Genesee to Transit Center,,1,137850,190985,1,1
37672,210.0.1,1135009,16 Genesee to Transit Center,,1,137862,190985,1,1
37672,210.0.1,1135010,16 Genesee to Transit Center,,1,137872,190985,1,1
37672,210.0.1,1135011,16 Genesee to Transit Center,,1,137903,190985,1,1
37672,210.0.1,1135012,16 Genesee to Transit Center,,1,137866,190985,1,1
37672,210.0.1,1135013,16 Genesee to Transit Center,,1,137945,190985,1,1
37672,210.0.1,1135014,16 Genesee to Transit Center,,1,137869,190985,1,1
37672,210.0.1,1135015,16 Genesee to Transit Center,,1,137920,190985,1,1
37672,210.0.1,1135016,16 Genesee to Transit Center,,1,137881,190985,1,1
37672,210.0.1,1135017,16 Genesee to Transit Center,,1,137860,190985,1,1
37672,210.0.1,1135018,16 Genesee to Transit Center,,1,137894,190985,1,1
37672,210.0.1,1135019,16 Genesee to Transit Center,,1,137920,190985,1,1
37672,210.0.1,1135020,16 Genesee to Transit Center,,1,137930,190985,1,1
37672,210.0.1,1135021,16 Genesee to Transit Center,,1,137860,190985,1,1
37672,210.0.1,1135022,16 Genesee to Transit Center,,1,137843,190985,1,1
37672,210.0.1,1135023,16 Genesee to Transit Center,,1,137846,190985,1,1
37672,210.0.1,1135024,16 Genesee to Transit Center,,1,137945,190985,1,1
37672,210.0.1,1135025,16 Genesee to Transit Center,,1,137875,190985,1,1
37672,210.0.1,1135026,16 Genesee to Transit Center,,1,137840,190985,1,1
37672,210.0.1,1135027,16 Genesee to Transit Center,,1,137875,190985,1,1
37672,210.0.1,1135028,16 Genesee to Transit Center,,1,137844,190985,1,1
37672,210.0.1,1135029,16 Genesee to Transit Center,,1,137842,190985,1,1
37672,210.0.1,1135030,16 Genesee to Transit Center,,1,137882,190985,1,1
37672,210.0.1,1135031,16 Genesee to Transit Center,,1,137890,190985,1,1
37672,210.0.1,1135032,16 Genesee to Transit Center,,1,137905,190985,1,1
37673,210.0.1,1135153,17 Jeff/19th Ward to MCC Brighton,,0,137848,190986,1,1
37673,210.0.1,1135154,17 Jeff/19th Ward to MCC Brighton,,0,137874,190986,1,1
37673,210.0.1,1135155,17 Jeff/19th Ward to MCC Brighton,,0,137920,190986,1,1
37673,210.0.1,1135156,17 Jeff/19th Ward to MCC Brighton,,0,137868,190986,1,1
37673,210.0.1,1135157,17 Jeff/19th Ward to MCC Brighton,,0,137924,190986,1,1
37673,210.0.1,1135158,17 Jeff/19th Ward to MCC Brighton,,0,137881,190986,1,1
37673,210.0.1,1135159,17 Jeff/19th Ward to MCC Brighton,,0,137879,190986,1,1
37673,210.0.1,1135160,17 Jeff/19th Ward to MCC Brighton,,0,137842,190986,1,1
37673,210.0.1,1135161,17 Jeff/19th Ward to MCC Brighton,,0,137840,190986,1,1
37673,210.0.1,1135162,17 Jeff/19th Ward to MCC Brighton,,0,137862,190986,1,1
37673,210.0.1,1135163,17 Jeff/19th Ward to MCC Brighton,,0,137893,190986,1,1
37673,210.0.1,1135164,17 Jeff/19th Ward to MCC Brighton,,0,137846,190986,1,1
37673,210.0.1,1135165,17 Jeff/19th Ward to MCC Brighton,,0,137855,190986,1,1
37673,210.0.1,1135166,17 Jeff/19th Ward to MCC Brighton,,0,137879,190986,1,1
37673,210.0.1,1135167,17 Jeff/19th Ward to MCC Brighton,,0,137844,190986,1,1
37673,210.0.1,1135168,17 Jeff/19th Ward to MCC Brighton,,0,137887,190986,1,1
37673,210.0.1,1135169,17 Jeff/19th Ward to MCC Brighton,,0,137865,190986,1,1
37673,210.0.1,1135170,17 Jeff/19th Ward to MCC Brighton,,0,137883,190986,1,1
37673,210.0.1,1135171,17 Jeff/19th Ward to MCC Brighton,,0,137921,190986,1,1
37673,210.0.1,1135172,17 Jeff/19th Ward to MCC Brighton,,0,137897,190986,1,1
37673,210.0.1,1135173,17 Jeff/19th Ward to MCC Brighton,,0,137889,190986,1,1
37673,210.0.1,1135174,17 Jeff/19th Ward to MCC Brighton,,0,137875,190986,1,1
37673,210.0.1,1135175,17 Jeff/19th Ward to MCC Brighton,,0,137839,190986,1,1
37673,210.0.1,1135176,17 Jeff/19th Ward to MCC Brighton,,0,137846,190986,1,1
37673,210.0.1,1135177,17 Jeff/19th Ward to MCC Brighton,,0,137840,190986,1,1
37673,210.0.1,1135178,17 Jeff/19th Ward to MCC Brighton,,0,137858,190986,1,1
37673,210.0.1,1135179,17 Jeff/19th Ward to MCC Brighton,,0,137866,190986,1,1
37673,210.0.1,1135180,17 Jeff/19th Ward to MCC Brighton,,0,137932,190986,1,1
37673,210.0.1,1135181,17 Jeff/19th Ward to MCC Brighton,,0,137840,190986,1,1
37673,210.0.1,1135182,17 Jeff/19th Ward to MCC Brighton,,0,137836,190986,1,1
37673,210.0.1,1135183,17 Jeff/19th Ward to MCC Brighton,,0,137896,190986,1,1
37673,210.0.1,1135184,17 Jeff/19th Ward to MCC Brighton,,0,137840,190986,1,1
37673,210.0.1,1135185,17 Jeff/19th Ward to Transit Center,,1,137849,190988,1,1
37673,210.0.1,1135186,17 Jeff/19th Ward to Transit Center,,1,137848,190988,1,1
37673,210.0.1,1135187,17 Jeff/19th Ward to Transit Center,,1,137874,190988,1,1
37673,210.0.1,1135188,17 Jeff/19th Ward to Transit Center,,1,137920,190988,1,1
37673,210.0.1,1135189,17 Jeff/19th Ward to Transit Center,,1,137868,190988,1,1
37673,210.0.1,1135190,17 Jeff/19th Ward to Transit Center,,1,137924,190988,1,1
37673,210.0.1,1135191,17 Jeff/19th Ward to Transit Center,,1,137881,190988,1,1
37673,210.0.1,1135192,17 Jeff/19th Ward to Transit Center,,1,137879,190988,1,1
37673,210.0.1,1135193,17 Jeff/19th Ward to Transit Center,,1,137842,190988,1,1
37673,210.0.1,1135194,17 Jeff/19th Ward to Transit Center,,1,137840,190988,1,1
37673,210.0.1,1135195,17 Jeff/19th Ward to Transit Center,,1,137862,190988,1,1
37673,210.0.1,1135196,17 Jeff/19th Ward to Transit Center,,1,137893,190988,1,1
37673,210.0.1,1135197,17 Jeff/19th Ward to Transit Center,,1,137846,190988,1,1
37673,210.0.1,1135198,17 Jeff/19th Ward to Transit Center,,1,137855,190988,1,1
37673,210.0.1,1135199,17 Jeff/19th Ward to Transit Center,,1,137879,190988,1,1
37673,210.0.1,1135200,17 Jeff/19th Ward to Transit Center,,1,137844,190988,1,1
37673,210.0.1,1135201,17 Jeff/19th Ward to Transit Center,,1,137887,190988,1,1
37673,210.0.1,1135202,17 Jeff/19th Ward to Transit Center,,1,137865,190988,1,1
37673,210.0.1,1135203,17 Jeff/19th Ward to Transit Center,,1,137883,190988,1,1
